content,polarity
"Rasa makanan cukup baik namun, bagi saya, porsi makanan kurang besar sehingga makanan terasa menjadi tidak memuaskan. Desain interior nya lumayan baik dan nyaman untuk berkumul-kumpul.",positive
"terletak di pusat perbelanjaan ciwalk di jantung kota bandung, pizzalogy ini tempatnya asik buat nongkrong ataupun bercengkrama dengan pasangan, saya kesana membawa 100ribu masih mendapat kembalian dan memesan pizza serta frappucino yang lezat. waktu menunggu pesanan juga tidak terlalu lama",positive
"Hati - hati jangan tertukar antara sambel hejo / Sambal Ijo / tempat makan lainnya yang menggunakan istilah ""hijau"". Tempat makan yang saya kunjungi adalah Rumah Makan Sambel Hejo di jl. Natuna Bandung. Menu favorite saya disini adalah ayam gorengnya, ayam nya unik! Ayam gorengnya terlihat tidak digoreng kering, katanya sih minyak yang digunakan minyak zaitun (percaya ga percaya) jadi. Lanjutan",positive
"Tiap kesini pasti selalu makan banyak, ofc karna sambelnya enak dan pas buat aku yang ga terlalu suka pedes, ayam nya juga enak, over all ok banget pokonya",positive
"Buat yang doyan sambel , boleh loh dicoba makan sambel disini. Pedesnya juarakk. Menunya khas masakan sunda. Ayam gorengnya enakkkk . harga ga mahall.",positive
Selain sambelnya khas banget rumah makan ini juga ayam nya luar bisa pas di lidah menu2 lain yang di sajikan benar2 mewakili makanan sunda banget. Buat yang pengen makanan sunda enyak dengan konsep modern sambel hejo natuna jawabanya,positive
"Semua makanan minumannya enak, lengkap dengan sayur. Ada yang paket hemat dibawah 20 ribu untuk ayam potong sampai 30 ribuan untuk yang bebek/ayam kampung. Rasa rumahan. Enak sambil lihat kendaraan berlalu.",positive
"Hallo kali ini saya akan mencoba mencicipi makan di Bebek Garang jalan Braga, bandung, west Java, Indonesia. Suasana restorannya cukup nyaman, pelayanannya sangat baik, dan makanannya sangat enak dan lezat sekali. Sambel nya mantap sekali pedasnya, nikmat. Saya sangat merekomendasikan untuk mencoba makan di bebek garang ini, harga terjangkau. Mari selamat makan bebek garang.",positive
"Saya datang dengan keluarga, suami saya sangat suka sekali dengan Bebek Debusnya rasanya gurih pedas manis, ditambah sambelnya makin nampool.anak saya suka sekali dengan kremes dan kol gorengnya, kriuk2 garing beda dengan kol goreng di tempat lain.Very recomended buat makan di sana lagi.!!!",positive
"Saya pesan bebek kremes, bumbunya terasa tapi sayang daging bebeknya sedikit terbilang tipis. Tempatnya lumayan karena dipinggir jalan",positive
"Bebeknya kecil bener, buat yg udah pernah nyoba bebek ireng suroboyo pasti kerasa beda gedenya bebek. Ga puas rasanya makan bebek kecil kaya gini, tp overal enak juga sih. Sambelnya jg ok",positive
Bebek garang di braga ini tempatnya tidak terlalu luas. Sering penuh kalau sedang waktu makan siang jadi kalau berniat ke sini sebaiknya datang sebelum waktu istirahat siang. Pelayanannya lumayan cepat. Di setiap meja disediakan permainan dadu dan monopoli yang bisa dimainkan sambil menunggu pesanan datang. Daging bebeknya empuk dan gurih. Bumbunya terasa meresap sampai ke daging bebek. Harganya juga tidak. Lanjutan,positive
"Bebek nya empuk banget.bumbu sangat meresap sampe ke dalam, buka restaurant juga sampai malam, cocok untuk nongkrong",positive
"Menu bebek yang disajikan beragam. tempatnya kecil, tapi dengan harga yang terjangkau, bebeknya enak kok.",positive
"kami ke jl braga untuk sarapan karena tidak pesan sarapan dr hotel. akhirnya kami meutuskan makan di bebek garang karena rekomendasi teman yg dari bdg. kami pesan nasi ayam 70 dan ayam si hitam manis. isinya nasi, ayam, sambel, lalap. sambelnya enak. ayam hitam manisnya pas kecapnya.",positive
"Restoran ini terletak di Jalan Braga Bandung. Cukup ramai dan macet setiap harinya. Menu makanan yang ditawarkan yang utama adalah menu bebek dan ayam dengan berbagai macam menu yang beda. Untuk pertama mencoba ayam bakarnya, cukup enak dengan pilihan sambal yang berbeda, menu minuman juga banyak. Yang paling bagus pelayanannya sangat baik dan ramah.",positive
"Salah satu keunggulan dari menu bebek garang adalah sambelnya yang enak. Jus melonnnya agak aneh sih, bagi saya jus itu pure dari buahnya tanpa ada additional yang berlebihan, less sugar dan less ice jauh lebih bagus :)",positive
"Makan di tempat ini tanggal 17 Oktober malam saat menginap di kota Bandung, lokasinya sangat strategis berada di jalan Braga yang cukup ramai. Kami sekeluarga memesan nasi dengan bebek goreng yang disajikan dengan kol yang digoreng tepung dengan sambal yang menurut saya sangat pedas sampai berkeringat walau cuaca Bandung cukup sejuk. Rasa bebeknya lumayan enak, unttuk harga relatif masih terjangkau.",positive
"Pertama kali kesini, di Jogja belum ada soalnya. Ini juga karena liet pas lewat Jl Braga. Banyak pilihan menu masakan bebek. Saya pesan untuk take away karena masih perut masih penuh jadi rencana makan di hotel. Pas dimakan rasanya tetep enak, nasinya pulen, sambelnya enak.",positive
"Setelah sekian lama tidak berkunjung akhirnya mencoba lagi makanan disini, dengan banyak menu baru seperti bebek petasan yg pedasnya garang!! dan minuman tradisional yang segar sekali! recomended untuk selalu makan disini!",positive
"Terletak di kawasan Braga, membuat tempat ini selalu ramai oleh pengunjung. Apalagi kalau weekend, siap-siap saja bersabar dengan waiting list-nya. Tempat ini buka sampai jam 4 pagi. Menunya tidak hanya bebek, ayam pun tersedia. Saya mencoba bebek debus. Bagi saya ini sangat pedas. Harganya sekitar 30ribuan. Untuk minumnya banyak varian. Saya pesan banana split, harganya cuma 18ribu. Rasanya enak, es. Lanjutan",positive
"Sebelum puasa, saya janjian untuk ketemu dengan teman di area Braga. Setelah itu, kami memilih untuk masuk ke Bebek Garang. Kami memesan satu porsi bebek untuk berdua. Dan rasanya enak. Dengan harga 40 ribuan, kami makan dengan lahap.",positive
"Lokasinya di jln braga mudah dicari, restonya cukup bersih, luas. Menu bebek bervariasi dan saya mencoba bebek kremesnya, rasanya enak tp bebeknya terlalu berlemak. Staffnya sangat ramah dan informatif, penyajian cepat. Harganya murah dan yg paling saya suka adalah sambal bawangnya yg pedes dan wangi. Bakal balik lagi utk cobain yg lain.",positive
"Terletak di daerah Braga yang terkenal dengan hiburan malamnya, restoran ini cukup strategis. Tempatnya sederhana dengan beberapa lukisan dan pajangan lain. Saya mencoba bebek 70 dan american. Kedua-duanya enak. Yang saya sukai adalah sayur kol crispy nya dan juga jangan lupa untuk mencoba tempe mendoannya. Soal harga, murah dan memuaskan.",positive
"Tedapat diskon 15% untuk minuman dan 10% untuk kartu kredit tertentu, namun transaksi selain tunai ditolak karena sudah offline lewat jam 22.00, masak sih? apakah masuk akal??? Menu bebek, tidak terasa perbedaannya, pilihan menu tidak banyak, bukan karena jam pesan, namun karena tidak ada dari awal.",positive
"Resto ini mempunyai desain interior yang menarik. Layanannya cukup baik. Tersedia beragam menu seperti Nasi goreng kencur, Nasi hainan ayam rebus, Nasi hainan campur, Nasi hainan chasio ayam dan sebagainya. Nasi goreng kencur terasa sekali kencurnya dilengkapi bumbu rempah dan telur mata sapi membuat rasanya sangat mantap. Bihun asin ayam campur berisi ayam, jamur, pangsit kriuk dan kuah asin sehingga. Lanjutan",positive
"Kios masakan oriental yang sederhana, tidak aneh-aneh, tetapi masakannya sangat lezat dari jaman saya kuliah. Meskipun tempatnya terhitung tidak besar, dekorasinya unik, membuat kesan yang homy dan nostalgic. Terakhir ke sini, saya mencoba lagi nasi Hainan favorit saya. Masih lezat. Selain itu, sesuai namanya, mie ayam di tempat ini juga 'maknyuss.'. Selain itu, tempat ini juga berposisi strategis, dekat dengan. Lanjutan",positive
"Harga terjangkau, masakan enak (ini subjektif) most recommended masakan nasi hainama plus ayam bakar atau yamin manis. Jangan lupa tambahin side dish udang lumpia.hau ce gilaaaa",positive
"Nyobain mie bebek rasanya maknyoss, Banyak pilihan menu dan harga lumayan terjangkau tidak begitu mahal. Setiap belanja di stiabudi pasti beresnya mkn di mangkok ayam :)",positive
"Waktu itu nyobainnya bukan yang di Jalan Setiabudi, tapi yang di Festival Citylink, nasi hainan-nya enak. Murah pula, pas di kantong lah untuk porsi segitu. Tempatnya kecil, yang di Festival Citylink maupun di Setiabudi.",positive
"Sangat cocok untuk breakfast atau lunch & dinner, tersedia menu Dim Sum, makanan ringan dan juga beragam menu lainnya",positive
"tempat makan dg menu komplit, pelayanan cepat. suasana vintage, nyaman, meskipun agak kurang luas. suka menu bebeknya, dari nasi goreng maupun mie. Beberapa kali kesana pas ada promo dari kartu kredit lumayan diskonnya.",positive
"Suka banget sama desain interiornya. Klasik, sedikit vintage, gak berlebihan. Servicenya cepat dan ramah. Makanannya enak, udah nyobain nasi hainan dan berbagai bakmi nya, semuanya enak. Dim sum cekernya juara. Sayang tempatnya kecil. Tapi tetep, sangat-sangat ngenakin, gimana gak ngenakin, ada di belakang Setiabudhi Supermarket, diapit macem-macem toko dan dilengkapin Periplus. Mantap! Makanan enak, suasana enak.",positive
"Kebetulan makan di cabangnya yg di citylink-jln.bkr, pesan menu nasi hainan bebek+teh tarik hangat. Berharap menemukan rasa yg sama dgn yg di malaysia, ternyata tidak. Kurang enak, ngga cocok di lidah saya. Teh tariknya kemanisan&rasanya aneh. Nasi hainan bebeknya juga gitu, kuahnya kurang suka, bebeknya sih oke cuman byk tulangnya, nasi hainannya ngeprul-kurang pulen dan rasanya ngga enak, maaf yah. Lanjutan",positive
"saya dan teman sengaja datang ke setiabudhi market hanya untuk makan di mangkok ayam, ternyata rasanya memang tidak mengecewakan, kami memesan nasi sapi dan nasi bebek, pelayanannya cepat dan tempatnya bersih. harga nya lumayan mahal jika untuk ukuran mahasiswa.hahaha",positive
"Kwetiauw goreng dan teh tarik menjadi pilihan makanan saya disini, meskipun ada beberapa yang besan mie yamin, anda boleh coba juga nasi gorengnya",positive
"Makan disini cukup nikmat karena menunya beragam, dari mulai menu indonesia, asia, hingga tiongkok. Sehingga bisa mencoba rasa yang beragam. Rasanya juga tidak kalah enak. Tempatnya cukup nyaman, pelayanannya pun cepat",positive
"Makanan di sini halal, menyediakan ayam dan bebek saja. Chasiw , daging merah manis disubsitusi dengan ayam merah. Hal ini menyebabkan rasanya kurang sedap. Secara kesulurhan tempat ini sangat pas bagi yang ingin cari praktis, dan siap saji.",positive
"lokasi dekat staaiun kereta bdg, harga special 22rb per porsi, rasa mantab patokan dekat hotel arion swisbell di depannya ad gang dengan tulisan lontong kari",positive
"salah satu makanan legenda di bandung yang sudah ada sejak dulu. lokasinya terdapat di dalam gang, jadi harus hati2 dalam mencari plang masuk gangnya. lontong karinya enak, porsinya besar, cocok untuk sarapan",positive
"Di dekat Gubernuran, tidak jauh dari jembatan penyebrangan, ada gang yang didalamnya terdapat makanan yang sudah ada sejak zaman ibu saya. Rasa kuah lontong kari kental dan agak manis, cocok ditambahkan acar yang ada di meja. Porsinya mengenyangkan",positive
"Rasa lontong kare kebon karet yang lezat dengan harga yang relatif terjangkau Rp 18 ribu per porsi. Porsi pas untuk 1 orang.Dari pertigaan jl Cicendo -Kebon Kawung, belok ke kiri sedikit ,di tikungan ada gedung gubenuran,belok kanan sedikit sebelum rel kereta api/ jl Kebon jukut, Gang Kebon karet ada di sisi kiri jalan di seberang hotel swissbell.",positive
Agak sulit menemukan tempat makan ini karena berada di gang sempit. Rasa karinya sangat nikmat dan dagingnya juga empuk.,positive
"Merupakan lontong kari yang sangat nikmat dan legendaris di kota Bandung. Lontong kari sapi spesial merupakan menu andalan di kedai ini. Kuah karinya sangat nikmat, gurih dan penuh citarasa bumbu kari yang harum. Daging sapi yang digunakan juga empuk dan lembut. Letak kedainya sulit terlihat karena terletak di gang kebon karet yang cukup sempit. Posisi gang kebon karet ini terletak. Lanjutan",positive
"Lontong kari dengan kuah santan yang tidak terlalu kental, disajikan panas dengan irisan daging ayam, cukup enak di lidah.",positive
Ayam bakar dan penyetnya mantafff ga nyesel makan disini. ditemenin live musik lg. mantafff Malam mingguan lg with my wife,positive
"Makan siang di ayam penyet bu tris enak, suasana bandung tempo dulu terasa hidup dengan ornamen di tempat ini. Kami makan bebek betutu dan ayam sambal korek nya enak. Rekomendasi bagi pecinta makanan pedas.",positive
"senang sekali bisa berkunjung di ayam penyet bu tris,banyak menu yang tersedia,tapi pada saat itu saya hanya mencoba makanan sate,sungguh nikmat dan romantis sekali makan sambil ditemani dengan alunan live musik.",positive
"Restonya bikin kangeeen.suasananya enak trutama live musicnya suka jazzy gitu atau lagu oma oppa tempo dulu,enaukeun pisan,,makanannya juga enak-enak, harga ga mahal,,puas dan udh ketiga kalinya ksini",positive
"Mencari makanan rumahan yg murah meriah di jl braga coba di sini.Menu sederhana dengan rasa lumayan terutama buat mereka penyuka sambal.Tempat tidak terlalu luas , ada live musik, kadang pengunjung boleh bernyanyi, untuk mereka yg suka ketenangan memang tidak cocok makan di sini.",positive
"restoran ini berada di jl braga, dekat sebrangnya braga citiwalk. menyajikan masakan nusantara. ayam penyetnya juara! sambelnya enak dan banyak.",positive
datang pas malem suasana kerenn banget ada ibu2 yg ngegrup pada nyanyi2 di tempat ini. harga juga tidak terlalu mahal untuk menu2 tradisional,positive
Ayam penyet dengan bumbu yang khas dengan sambal yang tidak terlalu pedas dapat dimakan untuk seluruh anggota keluarga baik anak kecil sampai manula,positive
"Restoran ini bisa jadi alternatif pilihan saat perut keroncongan malam-malam karena buka hingga pukul 12 malam. Makanannya enak dengan harga terjangkau untuk sekelas tempat makan dengan lokasi di Jalan Braga. Harga menu nasi goreng rata-rata Rp 20 ribuan. Plusnya lagi, di sini makan ditemani live music. Kalau mau, pengunjung pun bisa loh ikut nyanyi, seperti malam itu saya juga ditawari. Lanjutan",positive
"Resto sederhana ini sangat ramai pengunjungnya, menu makanan yang paling banyak di pesat Ayam Penyet + sambal. Rasanya enak sesuai citarasa Indonesia.",positive
"Ayam penyet nya enak, porsi bisa lebih banyak. Untuk pesen 1 ayam penyet saya masih merasa kurang. Sambal kemanggi nua enak, pedas nya pas. Sambil di temani Live music dengan berbagai genre, dangdut juga ada.",positive
"ayam penyet bu tris, di jalan Braga bandung, wow ayam nya eunakkkk dn sambal nya untuk ukuran saya cukup pedas nya . pelayanan juga okok . saya sering2 ke Bu tris.",positive
"sambalnya bikin ketagihan, rasa ayamnya gak ada duanya, pelayanannya ok, lingkungan unik dan pas untuk bawa keluarga",positive
"Saya suka makan disini karena menu ayamnya enak dan empuk, sambal pas di lidah dan suasana restorannya juga nyaman. selain itu pelayanan juga bagus dengan harga terjangkau.",positive
"Bisa pesan ayam kuning dibakar, sambal dadak tanpa gula (buat yang tdk suka manis). Selalu ada jengkol. Lalab nya pun segar.",positive
"kangen sama pepes peda dan sambal dadaknya yang pedasnya bisa kita request dengan pedas yang paling tinggi levelnya, kebetulan temanku sama sama pencinta pedas jadi sekalian diajak makan siang disini ,sebenarnya disini menu spesialnya ayam goreng /bakar dengan ayam kampung asli dan sekarang ada menu tambahan karedok leunca dan tumis kangkung kalau dalam masalah rasa disini enak dan pas bumbunya",positive
"Semua Ayam Goreng pasti sama rasanya, tetapi tergantung yang mengolah racikan bumbunya. disini khusus menyajikan ayam nya ayam kampung. jadi nikmat juga ditambah dengan sambel nya yang aduhai nikmat nya, jadi selera makan jadi mantep.",positive
"malem sekitar jam 7an diajak klien ke tempat makan ini, over all sih makanannya lebih banyak yg di goreng2 gitu kayak ayam, babat, usus, ati ampela, tapi menurut saya sih rasanya biasa aja, dan minyaknya di makanan terlalu banyak. Tapi varian nya cukup banyak :))",positive
"kl kebandung wajib makan ayam oli ini, rasanya enak dan sambelnya juga enak banget biasa pesen celimpungannya semacam perkedel tp luarnya kaya dilapisin aci gitu, enak deh pokoknya, jadi nelen ludah deh nulis aja :)",positive
"Ayam goreng olie menyediakan ayam goreng dan ayam bakar serta jerohan seperti paru, ati ayam dan limpa. Rasa ayam gorengnya gurih.Apalagi ditambah dengan sambal cobeknya yang nendang banget. Bisa makan di rumah makan ini dengan teman2-teman kantor. Tersedia meja yang gede gede. Lahan parkirnya terbatas. usahakan datang sebelum jam 19.00 agar tidak kehabisan ayam gorengnya.",positive
ayam ini terkenal dengan nama ayam oli.harga untuk ukuran yang sejenis cukup mahal.tapi rasanya memang maknyus.coba ayam bakarnya.manis dan lezat.dengan ayam pejantan yang khas.,positive
"Recomended ayam goreng, kulit ayam goreng dan sambal dadaknya. Harga level restoran tapi tempat seadanya.",positive
"Pertama coba karena ada info buy one get one pizza. Ternyata pizzanya enak banget, toppingnya oke, begitu disajikan, rasanya ga bisa ga habisin itu pizza. Cobain steaknya juga, enak banget! Meski judulnya lokal, tapi saya suka sekali. dagingnya lembut, sausnya enak. mash potatonya juga enak bangetttttttttt",positive
"pada bulan Oktober lalu saya dan 3 teman saya makan disana dengan memilih menu paket suki untuk ber4 seharga 250 -+ lupa lagi, dapet sukinya banyak pas banget buat ber4 dan dapet setengah ayam panggang yang lezat",positive
"Lokasinya yang berada di Ground Floor Trans Studio Mall sangat strategis karena berada di bagian depan mall. Terdapat 2 pilihan tempat duduk, yaitu indoor dan outdoor. Meskipun harganya agak mahal, namun sebanding dengan lokasi dan pelayanannya. Minumannya saya suka Thai Iced Tea.",positive
"jika ingin suki enak dengan harga yang tidak terlalu menusuk di kantongmu,,, ini sangat recommended sekali.",positive
"di resto ini pelayanannya cepat, sayur dan ikannya segar jadi sehat untuk kita konsumsi . makanya banyak yang makan disini saat siang maupun dinner with family. tempatnyapun strategis didalam mall",positive
jika mau suki kesini aja! disini sayurannya segar dan variannya banyak. Enak dan sehat. Kuahnya juga nagih! pelayanannya baik. pokonya recommended!,positive
susinya segar dengan sayuran yang mantap dan rasa kuah yang enak dan pelayanan yang sangat super ramah .,positive
"Salah satu restauran yang saya rekomendasikan di Trans Studio Mall (TSM), cocok untuk makan siang / malam bersama keluarga. Makanannya sehat, bergizi, segar dan memiliki cita rasa yang nikmat. Menunya memang mirip dengan hidangan yang disajikan di resto sejenis.",positive
"kualitas bun kurang ok, karena tekstur rotinya cenderung kering, rasa standar, harga juga tidak bisa disebut murah, harga basic burger dengan isian chicken, fish, beef patty seharga 17-18 ribu. Ukuran patty relatif kecil, bisa ditambahkan berbagai add on, mulai dari lembar keju, jamur, irisan nanas, dll dengan tambahan biaya per item sekitar 3-6 rb (kecuali tambahan patty). Saya coba add. Lanjutan",positive
"Tempat makan khusus ayam goreng & sup sayuran kaldu ayam asli dengan citarasa&aroma rempah tempo dulu. Buka pada siang hari dan malam hari. Tidak ada tempat parkir untuk mobil sama sekali, disarankan parkir di Hypersquare&hanya perlu menyeberang jalan. Untuk menikmati hidangan ini, disarankan memesan ayam goreng dan sup sayurannya yang berisi kentang&wortel dengan kuah kaldu ayam asli, keduanya dinikmati dengan. Lanjutan",positive
"Ayam goreng jadul yang masih bertahan sampai sekarang, lokasi ke arah jalan pasirkaliki, ayam goreng cukup enak bumbu meresap ke dalam, sambalnya agak pedas tapi cocok",positive
Ayam goreng tempo dulu . Adalah dulu nya disebut ayam pompa. Waktu letak nya dibelakang yang sekarang . Ayam nya gurih suop nya juga enak .,positive
"benar benar ayam goreng yang gurih dan membuat saya ketagihan, sambel yang pedas membuat sensasi makan lebih mantap dengan nasi hangat dan es teh manis",positive
"Steaknya lumayan enak, cocok bagi mahasiswa. Tempatnya dekat dengan jalan, hanya tempatnya kurang cozy, kadang sedang makan terdengar bunyi klakson ramai di jalanan.",positive
"Hallo kali ini saya akan mencoba makan di Steak BBM, Festival Citylink, Bandung. Kali ini saya pesan beef steak, chicken steak dan potato BBM. Beef steak nya lumayan enak, beef steak nya seperti dibalut tepung jadi beef steak nya terasa kering dan renyah. Untuk chicken steak nya juga lumayan enak. Potato BBM nya juga enak. Selamat makan.",positive
"Makan steak dengan harga dan dengan kualitas yang sepadan. Cocok untuk semua kalangan, harga terjangkau rasa pun nikmat tidak kalah dengan cafe2 mahal lain nya. Minumannya pun beragam saya suka banget dengan minuman susu coklat yang di kasih es krim. Saya lupa nama minumannya. Or capucinno di kasih es krim vannila, pokoknya rasanya bikin lidah bergoyang.",positive
"Tempatnya bersih dan rapi, terletak di belokan jalan. Harga makanannya ekonomis, untuk rasanya cukup enak buat lidah saya. Menu cukup bervariasi",positive
Saya mengunjungi gerai yang di jalan cihampelas. Makanan enak menurut standar warung warung steak pesaing. Bumbu steaknya dikasi banyak. Menunya bervariatif. Tempatnya enak buat nongkrong bareng teman,positive
"Sekedar menceritakan pengalaman Saya pesan steak (grilled beef) 200g Disajikan lah steak 200g tersebut dalam 2 potongan 100g-100g Rasanya tidak buruk, namun kualitas dagingnya yang membuat saya enggan memesan menu BEEF lagi (khususnya sirloin) karena lemak nya terlalu banyak untuk ukuran steak Namun, masih ada menu2 lain yang sangat nempel di lidah Saya sarankan untuk membeli menu berlabel ""CHEESE"" atau. Lanjutan",positive
"Warung steak baru yang saya rekomendasikan di Bandung, ingat ini warung steak bukan fine dining atau bistro, manage your expectation. Terletak di sebuah sudut di perempatan cicendo-pajajaran berseberangan dengan Pabrik Kina (PT. Kimia Farma). Harga makanan & minuman cukup merakyat (<20$/keluarga 4 orang), kualitas, service, & porsi OK. Menu cukup bervariasi dari yang kebarat-baratan sampai ke timur-timuran :), tersedia ruang. Lanjutan",positive
"Letak restoran ini ada di perempatan jl cicendo dan jl pajajaran, dan untuk parkir lumayan sulit terutama untuk yang baru berkunjung ke tempat ini karena letak restorannya pas ada di hook perempatan jalan sehingga bisa saja ada kemungkinan terlewat dan harus kembali memutar , alasannya arah mobil di depan resto ini jalurnya one way. Menu yang saya pesan adalah rib. Lanjutan",positive
"citarasa korea. l=rasanya lumayan, hanya harganya mahal banget. tapi so far okelah lokasi juga gampang dicari.",positive
Rasanya biasa aja manis dan terasa kurang bumbunya. Ada juga pilihan yang pedas. Harga lumayan mahal secup kecil 40rb yang saya rasa sih ga worted,positive
"Salah satu snack otentik dari korea selatan. Rasanya enak, unik dan masih bisa diterima lidah orang indonesia. ada ayam, topoki, tots. Harganya emang cukup mahal dan porsinya ga terlalu banyak, tapi ya lumayan lah buat nyoba sekali kali",positive
"ayam racikan bumbu dari korea yang lezat dan enak, ayamnya lembut sekali. ada yang isi kentang dan teoppoki juga, bumbu nya lezat. kentang goreng nya juga enak sekali. nyaman untuk nongkrong juga tempat nya dan pelayanan cepat",positive
"Korean Fried Chicken dengan bumbu saus madu, Cemilan yang enak namun harga nya lumayan mahal, wajib dicoba.",positive
Chiba Steak dekat kantor saya. Pelayanan sih ok. Rasa biasa saja. Tidak ada yang special dari steak yang disajikan. Semoga bisa maju terus chiba steak.,positive
"enak. cuma memang harganya mahal. ya lumayan aja. kamar mandi bersih.,tempat parkir terbatas tapi tukang parkir cukup membantu",positive
resto yang sudah cukup lama berdiri. kira2 20 tahun. konsisten dengan mutu dan rasa. harga menengah ke atas. menu andalan steak.,positive
"saya suka steak. steak disini olahan nya tepat. penyajian pun classic. sayuran serta kentang bakar. merek lama yang masih eksis sampai sekarang. entrecote paris nya sangat direkomendasikan. tentu saya menyukai nya medium rare. biar daging lebih juicy dan tidak kering. tempatnya sih biasa aja, rumah tua arsitektur belanda. pelayanan rapih dan harga nya sesuai untuk steak.",positive
"Karena saya penggemar steak, maka sudah sering saya mencoba banyak restoran yang menyajikan steak sebagai main course nya, dan dari pengalaman saya menjelajah restoran - restoran tersebut, maka pada akhirnya saya sampai pada kesimpulan bahwa Cafe Chiba di jalan DR. Rum Bandung inilah yang memiliki menu steak terlezat di Bandung. Yang menjadi menu favourite bagi saya adalah Tenderloin Steaknya, dimana. Lanjutan",positive
"ini tempatnya jika anda ingin makan steak dengan bakaran dan saus yang lezat, di sajikan dengan berbagai pilihan kentang. dan pilihan saya jatuh pada kentang bakar keju yang enak sekali, kentang yang dihaluskan dicampur dengan keju mozarella lalu di bakar. hasilnya. so yummy. pilihan steak beragam mulai dari daging lokal dan import, range harga mulai dari 65rb-190rb untuk steak sapi. Lanjutan",positive
"Gila, sambalnya gokil dan enak. cocok buat kamu maniak sambal. Kalau kesini pesan ayam goreng dan minta aja kol nya digoreng. Itu favorit saya. Yuk Mampir.",positive
"Ga bakalan kelewat kalo malem pasti makan disini, apalagi kalo ada pa pri bisa sambil curhat hehe. kalo temen2 mau kesini alamatnya ada di jln haurpancuh deket kampus unpad dipatiukur. Cobain wajib! ayam bakar juaranya mantapp rasanya ga kalah sama restoran gede.",positive
"Ada tempat namanya Bebeke Om Aris, di Jalan Dipatiukur (depan gerbang UNPAD), yang jualan Bebek Goreng, Ayam Goreng, Lele Goreng, Kol Goreng, Sate Telor Puyuh & Ati Ampela. makanannya Halal. Bebek gorengnya enak dan empuk banget, ga bau amis kaya kebanyakan bebek, sambelnya juara ada 3 macam, yg paling asik kol goreng nya gratis! Om Arisnya juga baik banget apalagi. Lanjutan",positive
"Masakan jepang ada yang saya suka dan ada yang tidak, tapi dengan menu masakan yang satu ini karubi pas di lidah saya dan keluarga. dan tempat ini juga menyediakan tempat bermain untuk anak-anak harga makan di resto ini agak tinggi sih.tapi enak sekali masakannya.",positive
Saya suka makanan Jepang dan Saisan merupakan salah satu restoran yang cukup enak. Namun harganya cukup tinggi. Di bagian belakang restoran ada tempat bermain untuk anak sehingga restoran ini cukup nyaman untuk keluarga.,positive
"posisinya di samping itb, di depan warung pasta. sushinya standar, harganya juga pas sama kantong mahasiswa. pilihan menu sushinya beragam. paling enak yang salmon.",positive
"Sushi Origami berlokasi di Jalan Ganesha, depan Warung Pasta. Bukanya agak sorean menjelang magrib, +/- 17.00 WIB. Sushi Origami memilki konsep food truck (red : suhsi on pick up). Harganya relatif standard. Just ok to mahasiswa lah ya Hmm.spicy salmon sushi cocok untuk buka puasa :)",positive
"Tempat ini menyediakan ruangan indoor dan outdoor, karena kita bawa keluarga kita pilih di outdoor. yang kita pesan hanya sate kambing dan gule saja. karena kata nya saudara sate dan gule nya enak sekali.",positive
"Area outdoor yang akan lebih baik ketika dikunjungi saat matahari bersinar. Area semi-indoor sebenarnya bukan dalam ruangan, berupa bangunan dengan atap dan tanpa jendela. Tanpa memerlukan pendingin ruangan, area makan sejuk dengan udara kota Bandung.",positive
"suasana tempat makan di taman banyak diminati di tempat ini, menu semakin lengkap dengan hidangan gule dan sate kambing khadori",positive
"Kebetulan saat menginap disini kami kedatangan tamu. Malas keluar lagi, akirnya ke resto sini masih buka mpe jam 10 malam dan pesen kopinya pun enak",positive
Makanannya top markotoop. uenaak dan sesuai dengan harganya. tempatnya juga nyaman dan ac nya dingiiiiiin banget.,positive
menu makanan dengan variasi menu dan tentunya dengan rasa yg dijamin rasanya. tentunya dengan kecepatan dan ketepatan service.,positive
"Mie yang disediakan tebal dan kenyal sesuai ciri khasnya, memang mirip karet. Saya lebih suka mie yang biasa (panjang dan tidak terlalu kenyal). Menu yang disediakan cukup beragam. Pelayanan agak lama (resto tidak pernah sepi pengunjung mungkin :)",positive
"Bakmie nya tebal dan kenyal,mirip karet.Selain bakmie,ada menu lain juga seperti bihun dan kwetiau.Selain itu,ada makanan sampingan juga seperti baso tahu dan sui kiau .",positive
"Mie karet,karena teksturnya kenyal kaya karet. Disajikan ala yamien. Mie nya enak,kuahnya segar dan ringan. Mau tambahan ada baso,pangsit,pangsit goreng,baso tahu. Kalau gak suka mie yang bertekstur kenyal.ada mie biasa juga. Mie rica juga sedia. Pokoknya one stop mie. Tapi jangan datang lewat dari jam 2 siang udah abis,karena jam 7 pagi udah buka",positive
rasa rotinya enak. variasi roti dan cemilan yang dijual banyak. harga standar. paling suka sama roti tawarnya. sukaa.,positive
toko roti rammona sudah terkenal sejak lama . nyari roti banyak pilihannya dan juga macem macem cemilan ada disini dan cocok buat dibawa oleh oleh juga .,positive
Berada d tengah kompleks mekar wangi singgasana. Roti nya banyak variasinya. Menjual aneka roti tawar dan manis dan juga cemilan dan minuman,positive
Lokasi restoran ini relatif dekat dari apartemen Gateway Cicadas. Dengan berjalan kaki kita bisa langsung bisa menikmati makan bersama keluarga di restoran ini.,positive
